GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
100526664	LY75-CD302	LY75-CD302 readthrough	CD205|CLEC13B|DEC-205|LY75|Ly-75|gp200-MR6	protein-coding	ENSG00000248672	active	NC_000002.12	159768628	159904756	negative	8919						
9936	CD302	CD302 molecule	BIMLEC|CLEC13A|DCL-1|DCL1	protein-coding	ENSG00000241399	active	NC_000002.12	159768628	159798255	negative	3979	GO:0005515///GO:0030246///GO:0038023	GO:0006909	GO:0005902///GO:0005938///GO:0009897///GO:0016020///GO:0030175	protein binding///carbohydrate binding///signaling receptor activity	phagocytosis	microvillus///cell cortex///external side of plasma membrane///membrane///filopodium
4065	LY75	lymphocyte antigen 75	CD205|CLEC13B|DEC-205|GP200-MR6|LY-75	protein-coding	ENSG00000054219	active	NC_000002.12	159803355	159904756	negative	6932	GO:0030246///GO:0038023	GO:0006897///GO:0006954///GO:0006955	GO:0005886///GO:0009897///GO:0070062	carbohydrate binding///signaling receptor activity	endocytosis///inflammatory response///immune response	plasma membrane///external side of plasma membrane///extracellular exosome
22925	PLA2R1	phospholipase A2 receptor 1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	protein-coding	ENSG00000153246	active	NC_000002.12	159932002	160062615	negative	15993	GO:0030246///GO:0038023///GO:0043274	GO:0001819///GO:0006898///GO:0043517///GO:0072593///GO:0090238///GO:0090399///GO:0090403///GO:1900138///GO:1900139///GO:1904635	GO:0005576///GO:0005886///GO:0009986///GO:0043235	carbohydrate binding///signaling receptor activity///phospholipase binding	positive regulation of cytokine production///receptor-mediated endocytosis///positive regulation of DNA damage response, signal transduction by p53 class mediator///reactive oxygen species metabolic process///positive regulation of arachidonic acid secretion///replicative senescence///oxidative stress-induced premature senescence///negative regulation of phospholipase A2 activity///negative regulation of arachidonic acid secretion///positive regulation of podocyte apoptotic process	extracellular region///plasma membrane///cell surface///receptor complex
105373717	LOC105373717	uncharacterized LOC105373717		ncRNA		active	NC_000002.12	160054237	160060974	positive	1612						
3694	ITGB6	integrin subunit beta 6	AI1H	protein-coding	ENSG00000115221	active	NC_000002.12	160099666	160200313	negative	4687	GO:0001618///GO:0005178///GO:0005515///GO:0038023	GO:0000902///GO:0006954///GO:0006955///GO:0007155///GO:0007160///GO:0007179///GO:0007229///GO:0009615///GO:0016477///GO:0033627///GO:0042060///GO:0043129///GO:0043588///GO:0046718///GO:0048286///GO:0055091///GO:0060022///GO:0060348///GO:0060395///GO:0060435///GO:0061520///GO:0070166///GO:0071479///GO:0071604///GO:1901388	GO:0005654///GO:0005813///GO:0005886///GO:0005925///GO:0008305///GO:0009897///GO:0009986///GO:0030054///GO:0034685///GO:0043235	virus receptor activity///integrin binding///protein binding///signaling receptor activity	cell morphogenesis///inflammatory response///immune response///cell adhesion///cell-matrix adhesion///transforming growth factor beta receptor signaling pathway///integrin-mediated signaling pathway///response to virus///cell migration///cell adhesion mediated by integrin///wound healing///surfactant homeostasis///skin development///viral entry into host cell///lung alveolus development///phospholipid homeostasis///hard palate development///bone development///SMAD protein signal transduction///bronchiole development///Langerhans cell differentiation///enamel mineralization///cellular response to ionizing radiation///transforming growth factor beta production///regulation of transforming growth factor beta activation	nucleoplasm///centrosome///plasma membrane///focal adhesion///integrin complex///external side of plasma membrane///cell surface///cell junction///integrin alphav-beta6 complex///receptor complex
100505984	LINC02478	long intergenic non-protein coding RNA 2478		ncRNA	ENSG00000285373	active	NC_000002.12	160257719	160271895	negative	504						
5937	RBMS1	RNA binding motif single stranded interacting protein 1	C2orf12|HCC-4|MSSP|MSSP-1|MSSP-2|MSSP-3|SCR2|YC1	protein-coding	ENSG00000153250	active	NC_000002.12	160272151	160493983	negative	4945	GO:0003690///GO:0003697///GO:0003723///GO:0003730///GO:0005515///GO:0008143///GO:0008266	GO:0006260///GO:0006396	GO:0005634///GO:0005829///GO:1990904	double-stranded DNA binding///single-stranded DNA binding///RNA binding///mRNA 3'-UTR binding///protein binding///poly(A) binding///poly(U) RNA binding	DNA replication///RNA processing	nucleus///cytosol///ribonucleoprotein complex
100616364	MIR4785	microRNA 4785	mir-4785	ncRNA	ENSG00000283734	active	NC_000002.12	160407810	160407882	negative	73						
105373718	LOC105373718	uncharacterized LOC105373718		ncRNA		active	NC_000002.12	160554651	160648522	negative	911						
105373719	TANK-AS1	TANK antisense RNA 1		ncRNA		active	NC_000002.12	161067773	161160272	negative	784						
10010	TANK	TRAF family member associated NFKB activator	I-TRAF|ITRAF|TRAF2	protein-coding	ENSG00000136560	active	NC_000002.12	161136955	161236230	positive	3364	GO:0004843///GO:0005515///GO:0031625///GO:0035800///GO:0046872	GO:0006974///GO:0007165///GO:0007249///GO:0043124///GO:0051607///GO:0060337///GO:0071347///GO:0071356///GO:0071479///GO:1903003///GO:2000158	GO:0005829///GO:0032991///GO:1902554	cysteine-type deubiquitinase activity///protein binding///ubiquitin protein ligase binding///deubiquitinase activator activity///metal ion binding	cellular response to DNA damage stimulus///signal transduction///I-kappaB kinase/NF-kappaB signaling///negative regulation of I-kappaB kinase/NF-kappaB signaling///defense response to virus///type I interferon-mediated signaling pathway///cellular response to interleukin-1///cellular response to tumor necrosis factor///cellular response to ionizing radiation///positive regulation of protein deubiquitination///positive regulation of ubiquitin-specific protease activity	cytosol///protein-containing complex///serine/threonine protein kinase complex
101929512	PSMD14-DT	PSMD14 divergent transcript		ncRNA		active	NC_000002.12	161223258	161254643	negative	574						
100996579	LINC01806	long intergenic non-protein coding RNA 1806		ncRNA	ENSG00000227403	active	NC_000002.12	161244739	161249050	positive	2377						
10213	PSMD14	proteasome 26S subunit, non-ATPase 14	PAD1|POH1|RPN11	protein-coding	ENSG00000115233	active	NC_000002.12	161308425	161411717	positive	1567	GO:0005515///GO:0008237///GO:0046872///GO:0061133///GO:0061578///GO:0070628///GO:0140492	GO:0000724///GO:0006303///GO:0006511///GO:0010950///GO:0016579///GO:0043161///GO:0045471///GO:0061136///GO:0070536	GO:0000502///GO:0005576///GO:0005634///GO:0005654///GO:0005829///GO:0008541///GO:0022624///GO:0031597///GO:0034774///GO:1904813	protein binding///metallopeptidase activity///metal ion binding///endopeptidase activator activity///Lys63-specific deubiquitinase activity///proteasome binding///metal-dependent deubiquitinase activity	double-strand break repair via homologous recombination///double-strand break repair via nonhomologous end joining///ubiquitin-dependent protein catabolic process///positive regulation of endopeptidase activity///protein deubiquitination///proteasome-mediated ubiquitin-dependent protein catabolic process///response to ethanol///regulation of proteasomal protein catabolic process///protein K63-linked deubiquitination	proteasome complex///extracellular region///nucleus///nucleoplasm///cytosol///proteasome regulatory particle, lid subcomplex///proteasome accessory complex///cytosolic proteasome complex///secretory granule lumen///ficolin-1-rich granule lumen
10716	TBR1	T-box brain transcription factor 1	IDDAS|TBR-1|TES-56	protein-coding	ENSG00000136535	active	NC_000002.12	161416297	161425870	positive	3806	GO:0000978///GO:0000981///GO:0003700///GO:0005515///GO:0019901///GO:0031490	GO:0001661///GO:0001708///GO:0006338///GO:0006357///GO:0007420///GO:0010092///GO:0010467///GO:0010975///GO:0016575///GO:0021764///GO:0021902///GO:0021987///GO:0030902///GO:0045892///GO:0045944///GO:1902667	GO:0005634	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///protein kinase binding///chromatin DNA binding	conditioned taste aversion///cell fate specification///chromatin remodeling///regulation of transcription by RNA polymerase II///brain development///specification of animal organ identity///gene expression///regulation of neuron projection development///histone deacetylation///amygdala development///commitment of neuronal cell to specific neuron type in forebrain///cerebral cortex development///hindbrain development///negative regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///regulation of axon guidance	nucleus
105373720	LOC105373720					discontinued	NC_000002.12	161469583	161489676	negative	1729						
285116	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	AHCTF1P|ELYS-like	pseudo		active	NC_000002.12	161499067	161507902	negative	8836						
57282	SLC4A10	solute carrier family 4 member 10	NBCn2|NCBE	protein-coding	ENSG00000144290	active	NC_000002.12	161620963	161985276	positive	7045	GO:0005452///GO:0008510///GO:0022857///GO:0140892	GO:0006821///GO:0007601///GO:0009416///GO:0009791///GO:0015701///GO:0021860///GO:0035264///GO:0035641///GO:0035725///GO:0048172///GO:0048854///GO:0050801///GO:0051453///GO:0055085///GO:0098656///GO:1902600	GO:0005886///GO:0016020///GO:0016323///GO:0016324///GO:0030425///GO:0036477///GO:0043025///GO:0043204///GO:0043679///GO:0045202///GO:0097440///GO:0097441///GO:0097442///GO:0098794	solute:inorganic anion antiporter activity///sodium:bicarbonate symporter activity///transmembrane transporter activity///sodium,bicarbonate:chloride antiporter activity	chloride transport///visual perception///response to light stimulus///post-embryonic development///bicarbonate transport///pyramidal neuron development///multicellular organism growth///locomotory exploration behavior///sodium ion transmembrane transport///regulation of short-term neuronal synaptic plasticity///brain morphogenesis///ion homeostasis///regulation of intracellular pH///transmembrane transport///anion transmembrane transport///proton transmembrane transport	plasma membrane///membrane///basolateral plasma membrane///apical plasma membrane///dendrite///somatodendritic compartment///neuronal cell body///perikaryon///axon terminus///synapse///apical dendrite///basal dendrite///CA3 pyramidal cell dendrite///postsynapse
105373722	LOC105373722	uncharacterized LOC105373722		ncRNA		active	NC_000002.12	161882826	161913189	negative	1235						
1803	DPP4	dipeptidyl peptidase 4	ADABP|ADCP2|CD26|DPPIV|TP103	protein-coding	ENSG00000197635	active	NC_000002.12	161992241	162074215	negative	3577	GO:0001618///GO:0002020///GO:0004177///GO:0004252///GO:0005102///GO:0005515///GO:0008236///GO:0008239///GO:0042802///GO:0042803///GO:0045499	GO:0001662///GO:0001666///GO:0006508///GO:0007155///GO:0008284///GO:0010716///GO:0016486///GO:0019065///GO:0031295///GO:0033632///GO:0035641///GO:0036343///GO:0042110///GO:0043542///GO:0046718///GO:0046813///GO:0050919///GO:0061025///GO:0090024///GO:0120116	GO:0005576///GO:0005765///GO:0005886///GO:0005925///GO:0009986///GO:0016020///GO:0016324///GO:0030027///GO:0030139///GO:0031258///GO:0045121///GO:0046581///GO:0070062	virus receptor activity///protease binding///aminopeptidase activity///serine-type endopeptidase activity///signaling receptor binding///protein binding///serine-type peptidase activity///dipeptidyl-peptidase activity///identical protein binding///protein homodimerization activity///chemorepellent activity	behavioral fear response///response to hypoxia///proteolysis///cell adhesion///positive regulation of cell population proliferation///negative regulation of extracellular matrix disassembly///peptide hormone processing///receptor-mediated endocytosis of virus by host cell///T cell costimulation///regulation of cell-cell adhesion mediated by integrin///locomotory exploration behavior///psychomotor behavior///T cell activation///endothelial cell migration///viral entry into host cell///receptor-mediated virion attachment to host cell///negative chemotaxis///membrane fusion///negative regulation of neutrophil chemotaxis///glucagon processing	extracellular region///lysosomal membrane///plasma membrane///focal adhesion///cell surface///membrane///apical plasma membrane///lamellipodium///endocytic vesicle///lamellipodium membrane///membrane raft///intercellular canaliculus///extracellular exosome
100131604	DPP4-DT	DPP4 divergent transcript		ncRNA		active	NC_000002.12	162074857	162077932	positive	916						
101929532	LOC101929532	uncharacterized LOC101929532		ncRNA	ENSG00000236841	active	NC_000002.12	162114441	162172739	positive	3609						
2641	GCG	glucagon	GLP-1|GLP1|GLP2|GRPP	protein-coding	ENSG00000115263	active	NC_000002.12	162142882	162152247	negative	1124	GO:0005102///GO:0005179///GO:0005515///GO:0031769///GO:0042802	GO:0006094///GO:0007186///GO:0007188///GO:0007189///GO:0007631///GO:0010737///GO:0010800///GO:0014823///GO:0032092///GO:0033138///GO:0035774///GO:0042593///GO:0043066///GO:0045722///GO:0045860///GO:0050796///GO:0051571///GO:0070374///GO:0090280///GO:1900118	GO:0005576///GO:0005615///GO:0005788///GO:0034774	signaling receptor binding///hormone activity///protein binding///glucagon receptor binding///identical protein binding	gluconeogenesis///G protein-coupled receptor signaling pathway///adenylate cyclase-modulating G protein-coupled receptor signaling pathway///adenylate cyclase-activating G protein-coupled receptor signaling pathway///feeding behavior///protein kinase A signaling///positive regulation of peptidyl-threonine phosphorylation///response to activity///positive regulation of protein binding///positive regulation of peptidyl-serine phosphorylation///positive regulation of insulin secretion involved in cellular response to glucose stimulus///glucose homeostasis///negative regulation of apoptotic process///positive regulation of gluconeogenesis///positive regulation of protein kinase activity///regulation of insulin secretion///positive regulation of histone H3-K4 methylation///positive regulation of ERK1 and ERK2 cascade///positive regulation of calcium ion import///negative regulation of execution phase of apoptosis	extracellular region///extracellular space///endoplasmic reticulum lumen///secretory granule lumen
2191	FAP	fibroblast activation protein alpha	DPPIV|FAPA|FAPalpha|SIMP	protein-coding	ENSG00000078098	active	NC_000002.12	162170684	162243472	negative	8422	GO:0002020///GO:0004175///GO:0004252///GO:0005178///GO:0005515///GO:0008233///GO:0008236///GO:0008239///GO:0042802///GO:0042803	GO:0001525///GO:0006508///GO:0007155///GO:0010710///GO:0010716///GO:0043542///GO:0051603///GO:0051726///GO:0051917///GO:0060244///GO:0097325///GO:1900119///GO:1902362///GO:1903054	GO:0005615///GO:0005737///GO:0005886///GO:0005925///GO:0009986///GO:0016020///GO:0030027///GO:0031258///GO:0032587///GO:0045177///GO:0045178///GO:1905368	protease binding///endopeptidase activity///serine-type endopeptidase activity///integrin binding///protein binding///peptidase activity///serine-type peptidase activity///dipeptidyl-peptidase activity///identical protein binding///protein homodimerization activity	angiogenesis///proteolysis///cell adhesion///regulation of collagen catabolic process///negative regulation of extracellular matrix disassembly///endothelial cell migration///proteolysis involved in protein catabolic process///regulation of cell cycle///regulation of fibrinolysis///negative regulation of cell proliferation involved in contact inhibition///melanocyte proliferation///positive regulation of execution phase of apoptosis///melanocyte apoptotic process///negative regulation of extracellular matrix organization	extracellular space///cytoplasm///plasma membrane///focal adhesion///cell surface///membrane///lamellipodium///lamellipodium membrane///ruffle membrane///apical part of cell///basal part of cell///peptidase complex
105373724	LOC105373724	uncharacterized LOC105373724		ncRNA		active	NC_000002.12	162246132	162250268	positive	647						
64135	IFIH1	interferon induced with helicase C domain 1	AGS7|Hlcd|IDDM19|IMD95|MDA-5|MDA5|RLR-2|SGMRT1	protein-coding	ENSG00000115267	active	NC_000002.12	162267074	162318684	negative	3581	GO:0003677///GO:0003723///GO:0003724///GO:0003725///GO:0003727///GO:0005515///GO:0005524///GO:0008270///GO:0016887///GO:0042802///GO:0043021	GO:0002753///GO:0009597///GO:0009615///GO:0016925///GO:0032727///GO:0032728///GO:0032755///GO:0032760///GO:0034344///GO:0039530///GO:0045071///GO:0045087///GO:0051607///GO:0060760///GO:0071360///GO:0098586///GO:0140374	GO:0005634///GO:0005737///GO:0005739///GO:0005829	DNA binding///RNA binding///RNA helicase activity///double-stranded RNA binding///single-stranded RNA binding///protein binding///ATP binding///zinc ion binding///ATP hydrolysis activity///identical protein binding///ribonucleoprotein complex binding	cytosolic pattern recognition receptor signaling pathway///detection of virus///response to virus///protein sumoylation///positive regulation of interferon-alpha production///positive regulation of interferon-beta production///positive regulation of interleukin-6 production///positive regulation of tumor necrosis factor production///regulation of type III interferon production///MDA-5 signaling pathway///negative regulation of viral genome replication///innate immune response///defense response to virus///positive regulation of response to cytokine stimulus///cellular response to exogenous dsRNA///cellular response to virus///antiviral innate immune response	nucleus///cytoplasm///mitochondrion///cytosol
25801	GCA	grancalcin	GCL	protein-coding	ENSG00000115271	active	NC_000002.12	162318763	162377225	positive	10714	GO:0005509///GO:0005515///GO:0042803///GO:0046982	GO:0061025	GO:0005576///GO:0005737///GO:0005829///GO:0005886///GO:0035578///GO:0070062	calcium ion binding///protein binding///protein homodimerization activity///protein heterodimerization activity	membrane fusion	extracellular region///cytoplasm///cytosol///plasma membrane///azurophil granule lumen///extracellular exosome
90134	KCNH7	potassium voltage-gated channel subfamily H member 7	ERG3|HERG3|Kv11.3	protein-coding	ENSG00000184611	active	NC_000002.12	162371407	162838817	negative	4433	GO:0005242///GO:0005249///GO:0044877	GO:0007623///GO:0034765///GO:0042391///GO:0071805///GO:0086011	GO:0005886	inward rectifier potassium channel activity///voltage-gated potassium channel activity///protein-containing complex binding	circadian rhythm///regulation of ion transmembrane transport///regulation of membrane potential///potassium ion transmembrane transport///membrane repolarization during action potential	plasma membrane
101929570	KCNH7-AS1	KCNH7 antisense RNA 1		ncRNA	ENSG00000237750	active	NC_000002.12	162768936	162797972	positive	2999						
105373727	LOC105373727	uncharacterized LOC105373727		ncRNA		active	NC_000002.12	163259324	163329419	positive	593						
107985829	LOC107985829	uncharacterized LOC107985829		ncRNA		active	NC_000002.12	163447082	163457455	negative	739						
105373728	LOC105373728	uncharacterized LOC105373728		ncRNA		active	NC_000002.12	163450806	163456814	positive	420						
55137	FIGN	fidgetin, microtubule severing factor		protein-coding	ENSG00000182263	active	NC_000002.12	163602611	163736155	negative	19961	GO:0005515///GO:0005524///GO:0008022///GO:0008568///GO:0016887	GO:0000226///GO:0007049///GO:0051301	GO:0005737///GO:0005815///GO:0005874///GO:0016363	protein binding///ATP binding///protein C-terminus binding///microtubule severing ATPase activity///ATP hydrolysis activity	microtubule cytoskeleton organization///cell cycle///cell division	cytoplasm///microtubule organizing center///microtubule///nuclear matrix
107985957	LOC107985957	uncharacterized LOC107985957		ncRNA		active	NC_000002.12	163702114	163707227	negative	2393						
2888	GRB14	growth factor receptor bound protein 14		protein-coding	ENSG00000115290	active	NC_000002.12	164492417	164622959	negative	3621	GO:0005515///GO:0030674///GO:0030971///GO:0060090	GO:0007165///GO:0008286///GO:0046627	GO:0005737///GO:0005829///GO:0005886///GO:0010008///GO:0043231	protein binding///protein-macromolecule adaptor activity///receptor tyrosine kinase binding///molecular adaptor activity	signal transduction///insulin receptor signaling pathway///negative regulation of insulin receptor signaling pathway	cytoplasm///cytosol///plasma membrane///endosome membrane///intracellular membrane-bounded organelle
22837	COBLL1	cordon-bleu WH2 repeat protein like 1	COBLR1	protein-coding	ENSG00000082438	active	NC_000002.12	164657931	164842076	negative	10428	GO:0003785///GO:0045296		GO:0070062	actin monomer binding///cadherin binding		extracellular exosome
100337591	SNORA70F	small nucleolar RNA, H/ACA box 70F	U70F	snoRNA	ENSG00000206869	active	NC_000002.12	164687643	164687777	negative	135		GO:0006396	GO:0005730		RNA processing	nucleolus
101929633	LOC101929633	uncharacterized LOC101929633		ncRNA		active	NC_000002.12	164840749	164849396	positive	629						
151258	SLC38A11	solute carrier family 38 member 11	AVT2	protein-coding	ENSG00000169507	active	NC_000002.12	164898199	164955721	negative	5541	GO:0005515///GO:0015179	GO:0003333///GO:0006814///GO:0015807///GO:1902475	GO:0016020	protein binding///L-amino acid transmembrane transporter activity	amino acid transmembrane transport///sodium ion transport///L-amino acid transport///L-alpha-amino acid transmembrane transport	membrane
6328	SCN3A	sodium voltage-gated channel alpha subunit 3	DEE62|EIEE62|FFEVF4|NAC3|Nav1.3	protein-coding	ENSG00000153253	active	NC_000002.12	165087526	165204295	negative	11414	GO:0005244///GO:0005248	GO:0006814///GO:0019228///GO:0034765///GO:0035725///GO:0048266///GO:0086010	GO:0001518///GO:0016528///GO:0030424	voltage-gated ion channel activity///voltage-gated sodium channel activity	sodium ion transport///neuronal action potential///regulation of ion transmembrane transport///sodium ion transmembrane transport///behavioral response to pain///membrane depolarization during action potential	voltage-gated sodium channel complex///sarcoplasm///axon
6326	SCN2A	sodium voltage-gated channel alpha subunit 2	BFIC3|BFIS3|BFNIS|DEE11|EA9|EIEE11|HBA|HBSCI|HBSCII|NAC2|Na(v)1.2|Nav1.2|SCN2A1|SCN2A2	protein-coding	ENSG00000136531	active	NC_000002.12	165208056	165392310	positive	11025	GO:0005244///GO:0005248	GO:0006814///GO:0007399///GO:0007613///GO:0008627///GO:0019228///GO:0034765///GO:0035725///GO:0042552///GO:0051402///GO:0071456///GO:0086010	GO:0001518///GO:0005886///GO:0014704///GO:0016020///GO:0030315///GO:0030424///GO:0033268///GO:0033270///GO:0034706///GO:0042734///GO:0098978	voltage-gated ion channel activity///voltage-gated sodium channel activity	sodium ion transport///nervous system development///memory///intrinsic apoptotic signaling pathway in response to osmotic stress///neuronal action potential///regulation of ion transmembrane transport///sodium ion transmembrane transport///myelination///neuron apoptotic process///cellular response to hypoxia///membrane depolarization during action potential	voltage-gated sodium channel complex///plasma membrane///intercalated disc///membrane///T-tubule///axon///node of Ranvier///paranode region of axon///sodium channel complex///presynaptic membrane///glutamatergic synapse
80034	CSRNP3	cysteine and serine rich nuclear protein 3	FAM130A2|PPP1R73|TAIP-2|TAIP2	protein-coding	ENSG00000178662	active	NC_000002.12	165469680	165689407	positive	12654	GO:0000981///GO:0001228///GO:0003700///GO:0043565	GO:0006357///GO:0006915///GO:0043065///GO:0045944	GO:0000785///GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA-binding transcription factor activity///sequence-specific DNA binding	regulation of transcription by RNA polymerase II///apoptotic process///positive regulation of apoptotic process///positive regulation of transcription by RNA polymerase II	chromatin///nucleus
2591	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	GalNAc-T3|HFTC|HFTC1|HHS	protein-coding	ENSG00000115339	active	NC_000002.12	165747588	165796352	negative	5891	GO:0004653///GO:0005509///GO:0030145///GO:0030246	GO:0005975///GO:0006493///GO:0007283///GO:0008543///GO:0016266///GO:0018242///GO:0018243	GO:0000139///GO:0005794///GO:0016020///GO:0032580///GO:0048471///GO:0070062	polypeptide N-acetylgalactosaminyltransferase activity///calcium ion binding///manganese ion binding///carbohydrate binding	carbohydrate metabolic process///protein O-linked glycosylation///spermatogenesis///fibroblast growth factor receptor signaling pathway///O-glycan processing///protein O-linked glycosylation via serine///protein O-linked glycosylation via threonine	Golgi membrane///Golgi apparatus///membrane///Golgi cisterna membrane///perinuclear region of cytoplasm///extracellular exosome
105373730	LOC105373730					discontinued	NC_000002.12	165821977	165848198	negative	3168						
100506124	LOC100506124	uncharacterized LOC100506124		ncRNA		active	NC_000002.12	165857475	165871941	negative	1597						
79809	TTC21B	tetratricopeptide repeat domain 21B	ATD4|CFAP60|FAP60|FLA17|IFT139|IFT139B|JBTS11|NPHP12|Nbla10696|SRTD4|THM1	protein-coding	ENSG00000123607	active	NC_000002.12	165873362	165953781	negative	18488	GO:0003682///GO:0005515	GO:0006357///GO:0007224///GO:0008589///GO:0010628///GO:0021591///GO:0021702///GO:0021798///GO:0035721///GO:0060020///GO:0060271///GO:0061512///GO:0090263///GO:0097499///GO:1903999///GO:1905799	GO:0005737///GO:0005856///GO:0005929///GO:0030991///GO:0097542	chromatin binding///protein binding	regulation of transcription by RNA polymerase II///smoothened signaling pathway///regulation of smoothened signaling pathway///positive regulation of gene expression///ventricular system development///cerebellar Purkinje cell differentiation///forebrain dorsal/ventral pattern formation///intraciliary retrograde transport///Bergmann glial cell differentiation///cilium assembly///protein localization to cilium///positive regulation of canonical Wnt signaling pathway///protein localization to non-motile cilium///negative regulation of eating behavior///regulation of intraciliary retrograde transport	cytoplasm///cytoskeleton///cilium///intraciliary transport particle A///ciliary tip
100506134	TTC21B-AS1	TTC21B antisense RNA 1		ncRNA		active	NC_000002.12	165933857	165948321	positive	746						
102724058	LOC102724058	uncharacterized LOC102724058		ncRNA	ENSG00000236107	active	NC_000002.12	165957418	166036400	positive	740						
6323	SCN1A	sodium voltage-gated channel alpha subunit 1	DEE6|DEE6A|DEE6B|DRVT|EIEE6|FEB3|FEB3A|FHM3|GEFSP2|HBSCI|NAC1|Nav1.1|SCN1|SMEI	protein-coding	ENSG00000144285	active	NC_000002.12	165984641	166149161	negative	13307	GO:0005248///GO:0099508	GO:0006814///GO:0007628///GO:0019227///GO:0019228///GO:0034765///GO:0035725///GO:0050884///GO:0050966///GO:0051649///GO:0086002///GO:0086010///GO:0099505	GO:0001518///GO:0005654///GO:0005886///GO:0014704///GO:0016604///GO:0030018///GO:0030315///GO:0030424///GO:0033268///GO:0043025///GO:0043194	voltage-gated sodium channel activity///voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	sodium ion transport///adult walking behavior///neuronal action potential propagation///neuronal action potential///regulation of ion transmembrane transport///sodium ion transmembrane transport///neuromuscular process controlling posture///detection of mechanical stimulus involved in sensory perception of pain///establishment of localization in cell///cardiac muscle cell action potential involved in contraction///membrane depolarization during action potential///regulation of presynaptic membrane potential	voltage-gated sodium channel complex///nucleoplasm///plasma membrane///intercalated disc///nuclear body///Z disc///T-tubule///axon///node of Ranvier///neuronal cell body///axon initial segment
101929680	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1		ncRNA	ENSG00000236107	active	NC_000002.12	166081531	166301784	positive	2305						
6335	SCN9A	sodium voltage-gated channel alpha subunit 9	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	protein-coding	ENSG00000169432	active	NC_000002.12	166195185	166375987	negative	10174	GO:0005244///GO:0005248///GO:0031402	GO:0006814///GO:0006954///GO:0007623///GO:0009408///GO:0009409///GO:0009636///GO:0009791///GO:0019228///GO:0019233///GO:0034765///GO:0035725///GO:0045759///GO:0050965///GO:0050974///GO:0061368///GO:0086010	GO:0001518///GO:0005886///GO:0030424	voltage-gated ion channel activity///voltage-gated sodium channel activity///sodium ion binding	sodium ion transport///inflammatory response///circadian rhythm///response to heat///response to cold///response to toxic substance///post-embryonic development///neuronal action potential///sensory perception of pain///regulation of ion transmembrane transport///sodium ion transmembrane transport///negative regulation of action potential///detection of temperature stimulus involved in sensory perception of pain///detection of mechanical stimulus involved in sensory perception///behavioral response to formalin induced pain///membrane depolarization during action potential	voltage-gated sodium channel complex///plasma membrane///axon
6332	SCN7A	sodium voltage-gated channel alpha subunit 7	NaG|Nav2.1|Nav2.2|SCN6A	protein-coding	ENSG00000136546	active	NC_000002.12	166403573	166494264	negative	7773	GO:0005244///GO:0005248	GO:0006814///GO:0006936///GO:0009617///GO:0019228///GO:0019725///GO:0034765///GO:0035725///GO:0055078///GO:0086010	GO:0001518///GO:0030424///GO:0097386	voltage-gated ion channel activity///voltage-gated sodium channel activity	sodium ion transport///muscle contraction///response to bacterium///neuronal action potential///cellular homeostasis///regulation of ion transmembrane transport///sodium ion transmembrane transport///sodium ion homeostasis///membrane depolarization during action potential	voltage-gated sodium channel complex///axon///glial cell projection
107985958	LOC107985958	uncharacterized LOC107985958		ncRNA		active	NC_000002.12	166568917	166611218	negative	1089						
129446	XIRP2	xin actin binding repeat containing 2	CMYA3	protein-coding	ENSG00000163092	active	NC_000002.12	166888487	167259753	positive	12969	GO:0051015///GO:0051393	GO:0003281///GO:0007015///GO:0008150///GO:0045216///GO:0055008	GO:0001725///GO:0005925///GO:0030018	actin filament binding///alpha-actinin binding	ventricular septum development///actin filament organization///biological_process///cell-cell junction organization///cardiac muscle tissue morphogenesis	stress fiber///focal adhesion///Z disc
100874011	XIRP2-AS1	XIRP2 antisense RNA 1		ncRNA		active	NC_000002.12	167122809	167140955	negative	1871						
8708	B3GALT1	beta-1,3-galactosyltransferase 1	beta3Gal-T1	protein-coding	ENSG00000172318	active	NC_000002.12	167293060	167870856	positive	7326	GO:0008194///GO:0008499///GO:0016757///GO:0047275	GO:0006486///GO:0006682///GO:0009312///GO:0030259	GO:0000139///GO:0016020	UDP-glycosyltransferase activity///UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity///glycosyltransferase activity///glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity	protein glycosylation///galactosylceramide biosynthetic process///oligosaccharide biosynthetic process///lipid glycosylation	Golgi membrane///membrane
105616981	B3GALT1-AS1	B3GALT1 antisense RNA 1		ncRNA	ENSG00000235335	active	NC_000002.12	167814774	167941144	negative	922						
